ID;StockRegularProduk;StockAReady;StockABelumReady;ScoreLayananStock;ScoreLayananSales;ScorePKBase;ScoreRetensi;AdaMatpro1;AdaMatpro2;AdaMatpro3;AdaMatpro4
76868;1;0;0;8;8;7;8;Ya;Ya;Tidak;Ya
76869;2;0;3;7;7;7;7;Tidak;Ya;Ya;Ya
74426;11;0;3;8;8;9;9;Ya;Ya;Tidak;Ya
74432;5;15;10;9;8;9;7;Ya;Ya;Tidak;Ya
74447;10;0;13;8;8;8;9;Ya;Tidak;Tidak;Ya
74448;12;3;10;10;10;10;10;Ya;Ya;Tidak;Ya
74449;6;5;20;7;8;8;7;Ya;Ya;Ya;Ya
74450;8;0;0;7;8;8;7;Tidak;Ya;Tidak;Ya
74451;9;6;0;8;8;9;8;Ya;Ya;Tidak;Ya
74452;2;0;0;8;8;7;7;Ya;Ya;Tidak;Ya
74453;5;4;3;8;7;8;7;Ya;Ya;Tidak;Ya
74470;4;0;2;8;8;7;8;Tidak;Ya;Tidak;Ya
74471;10;0;8;8;8;8;8;Ya;Ya;Tidak;Ya
74578;6;0;5;10;8;10;9;Ya;Ya;Tidak;Tidak
74579;7;0;7;8;8;9;7;Ya;Ya;Tidak;Ya
74589;4;0;0;9;9;7;9;Ya;Ya;Tidak;Ya
74591;14;0;28;9;9;9;8;Tidak;Ya;Tidak;Ya
74607;5;0;3;9;9;8;9;Ya;Ya;Tidak;Ya
74608;4;0;0;9;9;9;9;Ya;Ya;Tidak;Ya
74609;13;0;6;10;10;9;10;Ya;Ya;Tidak;Ya
74610;11;3;10;8;8;8;8;Ya;Ya;Tidak;Ya
74611;4;0;10;8;8;7;7;Ya;Ya;Tidak;Ya
74614;12;0;2;8;8;7;8;Tidak;Ya;Tidak;Ya
74615;0;0;6;10;10;10;10;Ya;Ya;Tidak;Ya
74616;1;0;0;8;9;8;10;Ya;Ya;Tidak;Ya
74642;0;0;1;6;7;7;7;Tidak;Ya;Tidak;Tidak
74644;2;0;1;10;10;10;10;Tidak;Tidak;Tidak;Ya
74645;0;0;9;6;6;3;6;Tidak;Ya;Tidak;Ya
74765;13;0;10;10;10;10;10;Ya;Ya;Tidak;Tidak
74766;12;0;4;8;9;7;9;Ya;Ya;Tidak;Ya
74767;5;0;0;8;10;9;8;Ya;Ya;Tidak;Ya
74771;2;2;0;8;7;8;7;Ya;Ya;Tidak;Ya
74772;10;0;6;9;8;8;8;Tidak;Ya;Tidak;Ya
74773;0;0;0;4;6;5;6;Ya;Tidak;Tidak;Tidak
74671;10;0;0;8;8;8;7;Ya;Ya;Tidak;Ya
74678;10;2;0;8;8;8;9;Ya;Tidak;Tidak;Ya
74680;10;4;0;8;8;8;8;Ya;Ya;Tidak;Ya
75089;0;0;0;8;9;8;8;Ya;Ya;Tidak;Ya
75097;50;0;0;10;8;9;7;Ya;Ya;Ya;Ya
75101;10;0;0;8;8;9;8;Ya;Ya;Ya;Ya
75106;4;0;0;9;8;8;8;Ya;Ya;Tidak;Ya
75267;1;0;0;8;8;8;7;Tidak;Ya;Tidak;Tidak
75278;5;0;0;8;9;6;7;Ya;Ya;Tidak;Ya
75286;5;0;0;8;9;9;7;Ya;Ya;Tidak;Tidak
75291;12;0;0;8;8;8;7;Ya;Ya;Tidak;Ya
75297;6;0;0;8;7;5;7;Ya;Ya;Tidak;Ya
75855;49;9;0;6;7;5;5;Ya;Ya;Ya;Ya
75870;16;0;0;8;8;7;6;Ya;Ya;Tidak;Ya
75946;0;0;0;8;8;7;8;Ya;Tidak;Tidak;Ya
75952;2;0;0;8;8;9;8;Ya;Ya;Ya;Ya
75956;4;1;0;7;7;6;6;Ya;Ya;Tidak;Tidak
75970;0;0;0;5;5;5;1;Ya;Tidak;Tidak;Ya
76089;0;0;0;7;8;7;6;Ya;Tidak;Tidak;Ya
76159;7;0;0;9;9;8;7;Tidak;Ya;Ya;Ya
76173;8;0;0;8;8;8;7;Ya;Tidak;Tidak;Ya
76178;8;0;0;8;9;8;7;Ya;Ya;Ya;Tidak
76409;4;9;0;6;6;6;6;Tidak;Ya;Tidak;Ya
76418;12;0;0;8;9;9;8;Ya;Ya;Tidak;Tidak
76424;7;9;0;6;8;8;8;Tidak;Ya;Tidak;Ya
76433;7;0;0;7;7;6;6;Ya;Ya;Tidak;Ya
76601;12;0;0;8;6;7;7;Ya;Ya;Tidak;Ya
76632;3;0;0;8;8;8;8;Ya;Tidak;Tidak;Tidak
76663;30;20;0;7;9;9;9;Ya;Ya;Tidak;Ya
76688;2;3;0;8;9;9;9;Ya;Tidak;Tidak;Tidak
76736;0;5;0;6;6;8;7;Tidak;Ya;Tidak;Tidak
76777;1;5;0;7;8;2;3;Ya;Tidak;Tidak;Tidak
74423;13;0;0;10;7;10;7;Tidak;Ya;Ya;Ya
74533;23;12;23;8;8;7;6;Tidak;Ya;Tidak;Ya
74534;43;23;24;7;8;7;7;Ya;Ya;Tidak;Ya
74535;9;12;9;9;8;7;9;Tidak;Ya;Tidak;Tidak
74536;23;13;10;10;8;8;9;Tidak;Ya;Tidak;Ya
74537;0;0;0;7;7;7;7;Tidak;Tidak;Tidak;Tidak
74538;6;0;0;10;8;7;8;Ya;Ya;Tidak;Ya
74539;0;0;0;9;9;8;8;Ya;Ya;Tidak;Ya
74540;35;49;76;8;9;8;7;Tidak;Ya;Ya;Tidak
74541;3;0;0;7;7;7;7;Ya;Ya;Tidak;Ya
74542;23;16;29;9;9;8;9;Ya;Ya;Tidak;Ya
74545;16;13;46;8;8;7;10;Tidak;Tidak;Tidak;Tidak
74546;35;0;46;8;8;8;8;Tidak;Ya;Tidak;Tidak
74547;23;13;42;8;8;7;7;Tidak;Tidak;Tidak;Ya
74548;8;0;0;10;10;10;10;Tidak;Ya;Tidak;Ya
74549;12;0;4;8;8;9;10;Ya;Tidak;Tidak;Ya
74550;0;0;16;10;10;9;10;Tidak;Ya;Tidak;Ya
74551;35;19;79;5;2;3;5;Tidak;Tidak;Tidak;Tidak
74552;9;0;0;9;8;7;6;Tidak;Ya;Tidak;Tidak
74553;13;0;56;7;7;7;8;Ya;Ya;Ya;Ya
74554;3;6;35;9;9;9;8;Tidak;Ya;Tidak;Tidak
74556;13;9;26;10;10;10;10;Tidak;Tidak;Tidak;Tidak
74559;15;12;76;8;8;7;8;Tidak;Tidak;Tidak;Tidak
74560;5;0;0;8;8;8;7;Tidak;Ya;Tidak;Ya
74562;9;6;12;9;8;8;9;Tidak;Ya;Tidak;Tidak
74563;0;0;0;7;7;7;6;Tidak;Tidak;Tidak;Tidak
74568;13;0;12;8;8;8;8;Tidak;Tidak;Tidak;Tidak
74658;2;0;21;8;8;8;7;Ya;Ya;Tidak;Ya
74769;0;0;0;7;7;7;7;Ya;Tidak;Ya;Ya
74878;0;0;0;6;6;6;6;Tidak;Tidak;Tidak;Tidak
74880;56;0;58;7;7;8;7;Tidak;Ya;Ya;Tidak
74881;76;0;75;7;8;8;7;Tidak;Tidak;Tidak;Ya
75874;15;0;15;9;7;7;9;Tidak;Tidak;Tidak;Tidak
75876;0;0;56;9;6;7;5;Tidak;Tidak;Tidak;Tidak
75882;12;0;26;9;8;9;9;Ya;Ya;Ya;Tidak
76540;13;0;6;9;8;8;9;Tidak;Tidak;Tidak;Tidak
76545;10;11;0;8;8;8;8;Ya;Ya;Ya;Tidak
76559;8;0;1;10;10;10;10;Tidak;Ya;Tidak;Tidak
76564;0;0;0;7;8;6;7;Ya;Tidak;Tidak;Tidak
76565;9;0;13;8;7;8;7;Tidak;Ya;Ya;Ya
76598;0;0;0;9;8;9;10;Ya;Tidak;Tidak;Ya
76600;12;0;25;10;8;7;7;Ya;Ya;Tidak;Ya
76604;0;0;0;9;9;9;9;Ya;Ya;Tidak;Tidak
76634;12;0;12;8;8;9;9;Ya;Ya;Tidak;Tidak
76642;0;0;56;10;10;10;7;Ya;Ya;Tidak;Tidak
76643;0;0;52;5;5;5;5;Tidak;Tidak;Ya;Ya
76691;35;0;30;9;8;8;9;Tidak;Ya;Ya;Tidak
76694;0;0;23;8;8;7;8;Ya;Tidak;Ya;Ya
76697;30;0;39;10;10;8;10;Ya;Ya;Ya;Ya
76698;21;0;13;9;8;9;10;Tidak;Ya;Ya;Tidak
76700;0;0;35;9;9;8;9;Tidak;Tidak;Tidak;Tidak
76702;0;0;19;10;10;8;10;Tidak;Ya;Tidak;Tidak
76725;6;0;6;8;8;8;8;Tidak;Ya;Tidak;Tidak
76733;5;4;0;8;9;8;9;Ya;Ya;Ya;Ya
76734;26;0;38;9;9;9;8;Ya;Ya;Tidak;Ya
76747;0;0;7;7;7;6;6;Ya;Tidak;Tidak;Tidak
76748;26;0;46;4;4;4;7;Tidak;Tidak;Tidak;Tidak
76750;0;0;0;10;10;5;7;Ya;Tidak;Tidak;Ya
76752;0;0;13;9;8;8;10;Ya;Ya;Tidak;Tidak
76758;10;0;38;8;8;8;7;Tidak;Tidak;Tidak;Tidak
76767;0;0;0;8;8;8;8;Ya;Tidak;Tidak;Ya
76770;4;0;39;8;8;8;8;Ya;Ya;Tidak;Tidak
76775;0;0;0;8;8;7;7;Tidak;Tidak;Tidak;Tidak
76778;8;0;3;8;8;8;8;Ya;Ya;Tidak;Tidak
74601;50;0;50;7;5;6;6;Tidak;Tidak;Tidak;Tidak
74969;25;0;30;7;7;7;7;Tidak;Tidak;Tidak;Tidak
74993;1;0;20;6;6;6;6;Tidak;Tidak;Tidak;Tidak
75164;10;0;200;7;8;8;8;Tidak;Ya;Tidak;Tidak
75169;100;0;150;6;6;7;7;Tidak;Ya;Ya;Ya
75187;10;0;5;7;7;7;7;Tidak;Ya;Tidak;Tidak
75195;10;0;100;7;6;6;7;Ya;Tidak;Tidak;Ya
75218;5;0;20;8;7;7;8;Tidak;Ya;Tidak;Tidak
75254;25;0;25;7;6;7;7;Tidak;Ya;Tidak;Ya
75259;20;0;25;7;7;7;6;Tidak;Tidak;Tidak;Ya
75325;4;0;5;5;5;6;6;Tidak;Tidak;Tidak;Tidak
75804;20;0;30;5;8;5;6;Tidak;Ya;Tidak;Tidak
77770;0;0;0;8;8;7;8;Ya;Ya;Tidak;Tidak
77774;0;0;19;8;7;6;7;Tidak;Ya;Tidak;Tidak
77788;3;0;0;9;8;8;7;Tidak;Tidak;Tidak;Tidak
77794;5;0;0;7;7;7;7;Ya;Tidak;Tidak;Tidak
77976;0;0;8;8;7;7;8;Tidak;Ya;Tidak;Ya
77981;0;0;0;8;8;10;8;Ya;Ya;Tidak;Ya
77984;0;0;8;8;9;10;10;Tidak;Tidak;Tidak;Ya
77989;0;0;80;7;7;7;7;Tidak;Ya;Tidak;Tidak
78037;0;0;0;10;10;5;9;Tidak;Tidak;Tidak;Tidak
79050;0;0;5;10;5;3;7;Tidak;Ya;Tidak;Tidak
79051;14;0;0;1;1;1;1;Tidak;Ya;Tidak;Tidak
79052;5;0;15;7;8;8;5;Tidak;Ya;Tidak;Tidak
79053;30;5;30;9;10;10;10;Ya;Ya;Tidak;Tidak
79055;2;2;0;6;7;7;5;Ya;Tidak;Ya;Ya
79346;10;0;20;6;7;7;6;Ya;Ya;Tidak;Tidak
80049;6;0;0;7;6;6;6;Ya;Ya;Tidak;Tidak
80052;0;0;0;10;10;10;10;Tidak;Tidak;Tidak;Tidak
80055;0;0;0;6;6;6;6;Tidak;Tidak;Tidak;Tidak
80059;6;0;2;7;10;10;8;Tidak;Ya;Tidak;Tidak
74695;5;0;0;7;7;8;8;Ya;Ya;Tidak;Tidak
74696;0;0;0;7;8;7;6;Tidak;Tidak;Tidak;Tidak
74697;10;0;10;8;8;8;8;Tidak;Ya;Tidak;Tidak
74698;33;0;12;5;10;5;5;Ya;Ya;Tidak;Ya
74828;20;0;11;8;8;7;7;Ya;Ya;Tidak;Ya
74831;10;0;0;7;7;7;7;Ya;Tidak;Tidak;Ya
74843;15;0;10;8;7;6;5;Ya;Ya;Tidak;Ya
74853;20;0;15;8;7;5;9;Ya;Ya;Ya;Ya
74861;10;0;10;8;7;7;7;Tidak;Ya;Tidak;Tidak
74873;15;0;11;7;7;5;6;Ya;Ya;Ya;Ya
74885;30;0;11;8;8;7;8;Tidak;Tidak;Tidak;Ya
74899;10;0;18;10;10;10;10;Ya;Ya;Tidak;Tidak
74905;10;0;0;9;9;8;7;Tidak;Tidak;Tidak;Tidak
74907;30;0;11;7;7;7;8;Ya;Tidak;Ya;Tidak
74908;0;0;0;8;7;7;6;Ya;Tidak;Tidak;Tidak
74909;10;0;8;8;8;8;8;Tidak;Tidak;Tidak;Ya
74910;9;0;0;7;8;7;7;Ya;Ya;Tidak;Tidak
74982;5;0;0;8;9;8;7;Tidak;Ya;Tidak;Tidak
74999;10;0;0;6;6;5;7;Tidak;Ya;Tidak;Tidak
75003;5;0;0;7;7;6;6;Ya;Tidak;Tidak;Tidak
75016;13;0;9;9;9;9;9;Ya;Ya;Tidak;Ya
75023;10;0;5;6;9;5;8;Ya;Tidak;Tidak;Tidak
75028;13;0;5;6;7;5;6;Tidak;Tidak;Tidak;Tidak
75055;20;0;11;7;7;8;7;Ya;Tidak;Tidak;Tidak
75058;9;0;0;7;7;8;7;Tidak;Tidak;Tidak;Tidak
75084;11;0;10;8;8;8;8;Ya;Ya;Tidak;Ya
75085;5;0;0;7;10;5;7;Ya;Ya;Tidak;Tidak
75087;30;0;11;7;8;8;7;Tidak;Ya;Tidak;Tidak
75088;10;0;5;8;8;8;7;Tidak;Ya;Tidak;Ya
75090;13;0;10;8;7;9;8;Ya;Ya;Tidak;Tidak
75091;30;0;33;8;9;8;9;Ya;Tidak;Tidak;Tidak
75093;9;0;13;8;8;7;6;Ya;Ya;Tidak;Tidak
75060;3;5;0;7;8;6;6;Tidak;Tidak;Tidak;Ya
75061;20;20;0;8;8;7;7;Ya;Tidak;Tidak;Tidak
75062;15;15;0;8;9;7;7;Ya;Ya;Tidak;Ya
75063;12;15;1;8;9;8;7;Ya;Ya;Tidak;Ya
75064;23;0;22;9;9;8;7;Ya;Ya;Tidak;Ya
75065;6;0;15;8;9;8;7;Ya;Ya;Tidak;Ya
75067;3;0;3;8;8;6;6;Tidak;Tidak;Tidak;Ya
75068;23;0;7;8;9;8;7;Ya;Ya;Ya;Ya
75070;9;0;11;8;8;7;6;Ya;Ya;Tidak;Ya
75301;5;4;1;7;8;6;6;Tidak;Ya;Tidak;Ya
75302;23;0;6;9;9;8;7;Ya;Ya;Tidak;Ya
75304;11;0;0;8;9;7;7;Ya;Ya;Tidak;Ya
75378;16;0;0;8;8;7;7;Tidak;Tidak;Tidak;Ya
75379;16;0;6;8;8;7;6;Ya;Ya;Tidak;Ya
75844;2;2;0;8;8;6;7;Tidak;Tidak;Tidak;Tidak
77007;7;0;5;8;9;7;7;Tidak;Ya;Tidak;Ya
77089;5;0;5;8;8;7;6;Ya;Ya;Tidak;Ya
77914;0;0;0;8;8;7;6;Tidak;Ya;Tidak;Tidak
78898;6;0;2;8;8;7;7;Tidak;Ya;Tidak;Ya
78961;0;0;0;8;8;6;6;Tidak;Ya;Tidak;Ya
78962;0;0;0;8;8;6;6;Tidak;Ya;Tidak;Ya
78964;8;0;0;8;9;7;6;Tidak;Ya;Tidak;Tidak
78967;0;0;0;8;8;6;6;Ya;Ya;Tidak;Ya
78970;11;0;7;8;9;7;7;Ya;Ya;Tidak;Tidak
78971;24;0;8;8;8;7;7;Tidak;Tidak;Tidak;Ya
78972;8;0;1;8;9;7;7;Ya;Ya;Tidak;Ya
78974;10;0;0;8;9;8;7;Tidak;Tidak;Tidak;Ya
78975;8;0;5;8;9;7;6;Tidak;Ya;Tidak;Ya
79154;1;0;0;8;8;7;6;Tidak;Tidak;Tidak;Ya
79155;7;0;16;8;9;8;7;Tidak;Tidak;Tidak;Tidak
79160;8;0;4;8;8;7;7;Ya;Ya;Tidak;Ya
79161;4;0;3;8;8;7;6;Ya;Ya;Tidak;Ya
74403;9;0;0;7;9;6;7;Tidak;Tidak;Tidak;Tidak
74405;4;23;0;8;5;7;10;Ya;Ya;Tidak;Ya
74408;0;0;0;8;7;7;8;Tidak;Tidak;Tidak;Tidak
74427;6;0;0;8;8;9;8;Tidak;Tidak;Tidak;Ya
74446;6;0;0;8;8;8;7;Ya;Tidak;Tidak;Tidak
74469;10;0;0;8;8;6;8;Tidak;Tidak;Tidak;Ya
74593;10;0;0;9;7;8;9;Tidak;Ya;Ya;Tidak
74594;3;0;3;7;8;8;6;Tidak;Ya;Tidak;Tidak
74632;8;0;4;8;10;7;8;Tidak;Ya;Tidak;Ya
74633;7;0;0;9;8;6;7;Tidak;Ya;Tidak;Ya
74634;12;0;11;10;10;10;10;Tidak;Tidak;Tidak;Tidak
74792;40;25;0;7;7;8;7;Ya;Ya;Tidak;Tidak
74793;6;0;1;8;7;5;8;Ya;Tidak;Tidak;Ya
74795;5;0;0;8;8;7;8;Tidak;Ya;Tidak;Ya
74835;15;0;5;7;9;6;5;Tidak;Ya;Tidak;Ya
74840;11;2;0;8;8;9;8;Tidak;Ya;Tidak;Ya
75237;17;0;9;8;9;8;5;Ya;Ya;Tidak;Tidak
75238;30;0;30;9;8;7;7;Ya;Ya;Tidak;Tidak
75241;0;0;0;7;7;6;6;Ya;Ya;Tidak;Tidak
75247;0;0;0;8;7;6;7;Ya;Ya;Tidak;Ya
75248;0;0;0;6;6;6;6;Ya;Tidak;Tidak;Ya
75255;0;0;0;8;8;8;8;Ya;Tidak;Tidak;Ya
75258;30;0;70;7;6;8;8;Ya;Ya;Tidak;Ya
75263;0;0;0;9;10;7;9;Ya;Ya;Tidak;Ya
75799;5;0;0;8;8;7;8;Ya;Tidak;Tidak;Ya
75806;9;0;0;8;8;7;7;Ya;Ya;Tidak;Tidak
75807;5;0;0;7;7;6;6;Ya;Ya;Tidak;Ya
75812;4;0;0;7;7;6;6;Ya;Ya;Tidak;Ya
75813;0;0;0;7;8;7;9;Ya;Ya;Tidak;Ya
75815;0;0;0;8;8;7;7;Ya;Ya;Tidak;Ya
75819;0;0;0;7;8;7;7;Ya;Tidak;Tidak;Tidak
75825;21;0;0;7;6;5;8;Ya;Ya;Tidak;Ya
75818;5;0;0;8;8;7;7;Ya;Ya;Tidak;Tidak
75827;10;0;0;8;8;7;7;Ya;Ya;Tidak;Tidak
75831;20;0;0;8;8;8;8;Ya;Ya;Tidak;Tidak
75834;10;0;0;9;8;5;8;Tidak;Tidak;Tidak;Tidak
75837;20;0;0;9;10;8;7;Ya;Ya;Tidak;Tidak
75845;15;0;0;8;9;7;8;Tidak;Tidak;Tidak;Tidak
75847;13;0;0;10;10;9;10;Tidak;Ya;Tidak;Tidak
75869;20;0;0;10;9;9;9;Ya;Ya;Tidak;Tidak
75873;20;0;0;10;10;10;8;Ya;Ya;Tidak;Tidak
75875;10;0;0;8;8;8;8;Ya;Ya;Tidak;Tidak
75877;18;0;0;10;8;10;10;Ya;Ya;Tidak;Tidak
75878;20;0;0;10;10;10;10;Tidak;Ya;Ya;Tidak
76165;30;0;20;8;7;7;8;Tidak;Ya;Ya;Ya
76174;10;0;8;8;10;8;8;Ya;Tidak;Tidak;Tidak
76180;20;0;18;8;8;8;8;Ya;Ya;Ya;Tidak
76183;5;0;0;9;9;8;8;Tidak;Tidak;Tidak;Tidak
76197;10;0;5;8;7;7;7;Ya;Ya;Tidak;Ya
76219;33;0;11;8;7;7;8;Ya;Ya;Tidak;Tidak
76222;10;0;5;7;8;7;7;Tidak;Ya;Tidak;Ya
76223;13;0;7;8;9;8;8;Ya;Ya;Tidak;Ya
76225;10;0;5;8;5;7;8;Ya;Ya;Tidak;Tidak
76228;20;0;15;8;8;9;8;Ya;Tidak;Ya;Tidak
76230;20;0;11;7;6;7;5;Ya;Ya;Ya;Tidak
76799;0;0;5;7;8;5;9;Ya;Ya;Tidak;Tidak
76822;10;0;3;9;9;8;8;Ya;Ya;Tidak;Ya
76827;0;0;5;8;7;8;10;Ya;Ya;Tidak;Tidak
76829;0;0;0;7;7;6;6;Ya;Tidak;Tidak;Ya
76833;0;0;0;7;7;7;6;Ya;Ya;Tidak;Ya
76836;10;0;8;8;9;7;5;Ya;Tidak;Tidak;Ya
76841;20;0;11;10;10;9;6;Ya;Ya;Tidak;Ya
76842;0;0;0;8;8;8;8;Ya;Ya;Tidak;Tidak
76844;10;0;5;9;9;8;7;Ya;Ya;Tidak;Ya
75150;5;0;0;10;10;8;10;Ya;Ya;Tidak;Ya
76302;12;0;0;8;8;8;8;Tidak;Tidak;Tidak;Tidak
76309;5;2;0;8;8;8;7;Ya;Ya;Tidak;Ya
77894;3;3;0;8;8;7;8;Tidak;Ya;Tidak;Tidak
77895;12;15;0;9;10;10;10;Tidak;Ya;Tidak;Tidak
77897;2;2;0;7;7;7;7;Tidak;Ya;Tidak;Tidak
78019;3;3;0;8;8;8;8;Tidak;Ya;Tidak;Ya
78020;3;2;1;8;8;8;8;Tidak;Tidak;Tidak;Tidak
78023;5;4;0;8;7;7;7;Tidak;Tidak;Tidak;Tidak
78024;15;15;10;7;7;7;6;Ya;Ya;Tidak;Ya
78025;2;2;0;8;8;8;8;Tidak;Ya;Tidak;Ya
78027;0;0;0;9;9;8;8;Tidak;Tidak;Tidak;Tidak
78028;10;10;0;9;9;9;9;Tidak;Tidak;Tidak;Tidak
78033;23;20;0;8;8;8;8;Ya;Ya;Tidak;Ya
78820;6;6;0;8;8;8;8;Tidak;Ya;Tidak;Tidak
78821;20;15;0;9;9;8;8;Ya;Ya;Ya;Ya
78826;8;3;0;8;8;8;8;Ya;Ya;Tidak;Tidak
78827;4;3;0;8;8;8;8;Tidak;Ya;Tidak;Ya
79266;19;23;5;8;8;8;7;Tidak;Ya;Tidak;Tidak
79267;0;0;0;8;8;8;8;Tidak;Tidak;Tidak;Tidak
79268;0;0;0;8;7;7;7;Tidak;Ya;Tidak;Ya
79272;10;8;0;8;8;7;7;Ya;Ya;Ya;Tidak
79402;30;25;5;8;8;7;7;Ya;Ya;Tidak;Tidak
79404;0;0;0;8;8;8;8;Ya;Ya;Tidak;Ya
79407;0;0;0;8;7;8;7;Tidak;Tidak;Tidak;Tidak
79408;10;5;0;7;8;7;7;Ya;Ya;Tidak;Tidak
79409;0;0;0;8;8;8;8;Tidak;Ya;Tidak;Tidak
79417;0;0;0;8;8;8;8;Tidak;Tidak;Tidak;Tidak
79419;7;5;8;8;8;8;8;Ya;Tidak;Tidak;Tidak
79420;10;6;0;9;7;7;8;Tidak;Ya;Tidak;Ya
79421;0;1;0;8;7;8;7;Ya;Tidak;Tidak;Tidak
75307;10;0;0;8;8;8;8;Tidak;Ya;Ya;Tidak
75309;0;0;13;8;9;8;9;Ya;Ya;Ya;Tidak
75897;14;0;7;7;8;8;7;Tidak;Ya;Tidak;Ya
75898;22;0;7;10;9;10;9;Ya;Ya;Tidak;Ya
76236;12;0;10;8;10;9;7;Tidak;Ya;Tidak;Tidak
76237;12;0;7;8;10;9;10;Tidak;Ya;Tidak;Tidak
76238;0;0;14;9;8;8;7;Tidak;Ya;Tidak;Ya
76239;7;0;3;6;7;9;9;Tidak;Ya;Tidak;Ya
76241;0;0;71;8;8;9;7;Ya;Ya;Ya;Ya
76242;52;0;7;7;10;10;10;Ya;Ya;Tidak;Ya
76453;0;0;17;10;10;10;10;Tidak;Ya;Ya;Ya
76454;10;0;0;8;9;8;8;Ya;Ya;Ya;Ya
76455;8;0;7;10;10;8;8;Ya;Ya;Ya;Ya
76456;28;0;69;10;10;10;10;Tidak;Ya;Ya;Ya
76457;35;0;8;9;8;9;8;Tidak;Ya;Tidak;Ya
76458;1;0;3;9;9;5;1;Tidak;Ya;Tidak;Ya
76461;15;0;22;8;8;8;8;Ya;Ya;Ya;Ya
76462;0;0;0;8;9;8;7;Tidak;Ya;Tidak;Ya
76586;15;0;16;8;8;7;9;Tidak;Ya;Tidak;Ya
77210;7;0;14;8;10;9;10;Tidak;Ya;Tidak;Ya
77211;6;0;19;8;8;8;8;Ya;Ya;Tidak;Ya
77212;18;0;0;8;8;8;8;Tidak;Ya;Tidak;Ya
77213;50;0;48;8;8;7;9;Tidak;Ya;Ya;Ya
77738;0;0;49;8;9;8;8;Ya;Ya;Tidak;Ya
77739;8;0;31;8;8;8;8;Ya;Ya;Tidak;Ya
77740;0;0;18;9;9;8;8;Ya;Ya;Tidak;Ya
77773;0;0;34;9;9;8;8;Tidak;Ya;Ya;Ya
77779;0;0;10;7;8;7;8;Ya;Ya;Tidak;Ya
77784;12;0;12;8;8;7;9;Tidak;Ya;Tidak;Ya
77806;0;0;8;8;8;7;8;Tidak;Ya;Tidak;Ya
77968;0;0;12;8;9;8;7;Tidak;Ya;Ya;Ya
77979;0;0;21;7;7;7;7;Tidak;Ya;Tidak;Tidak
76269;3;8;0;9;10;10;9;Ya;Tidak;Tidak;Tidak
76313;21;10;0;9;9;10;10;Ya;Ya;Ya;Ya
76317;0;0;2;7;8;7;7;Ya;Ya;Tidak;Tidak
76375;12;15;0;8;8;7;9;Ya;Ya;Ya;Ya
76419;0;0;0;7;7;7;7;Tidak;Tidak;Tidak;Tidak
76428;10;0;0;9;8;8;8;Ya;Ya;Tidak;Ya
76464;0;21;0;8;8;7;8;Tidak;Ya;Tidak;Ya
76994;10;2;0;5;10;10;5;Ya;Ya;Ya;Ya
76996;13;31;0;10;10;10;9;Ya;Ya;Tidak;Ya
76997;0;10;0;8;8;7;8;Ya;Ya;Ya;Ya
77013;6;6;0;5;6;4;4;Ya;Ya;Ya;Ya
77025;24;25;0;10;10;10;10;Ya;Ya;Tidak;Ya
77028;0;1;0;9;9;10;8;Tidak;Ya;Tidak;Tidak
77031;11;2;0;10;10;9;9;Ya;Ya;Tidak;Ya
77040;0;6;0;9;9;8;8;Tidak;Ya;Tidak;Ya
77254;1;3;0;8;8;7;10;Ya;Ya;Tidak;Tidak
77271;0;0;0;8;7;7;8;Tidak;Ya;Tidak;Tidak
77275;0;0;0;10;10;10;10;Ya;Ya;Tidak;Ya
77627;0;8;0;9;8;8;9;Ya;Ya;Tidak;Ya
77632;6;8;0;8;8;5;7;Tidak;Tidak;Tidak;Tidak
77839;0;0;0;9;9;9;9;Tidak;Tidak;Tidak;Tidak
77844;4;0;0;10;10;7;8;Tidak;Ya;Tidak;Tidak
77850;0;0;0;8;9;9;9;Tidak;Tidak;Tidak;Tidak
77856;4;8;0;8;8;7;8;Tidak;Ya;Tidak;Tidak
77857;4;0;0;8;8;7;7;Ya;Tidak;Tidak;Ya
77975;5;11;0;7;8;7;7;Tidak;Ya;Tidak;Ya
77983;8;6;0;8;8;7;7;Ya;Ya;Tidak;Tidak
77987;2;6;0;9;9;8;8;Ya;Ya;Ya;Tidak
79058;6;17;0;9;9;8;9;Ya;Ya;Tidak;Ya
79061;2;0;0;10;10;10;10;Tidak;Tidak;Tidak;Tidak
79064;5;0;0;10;10;10;10;Ya;Ya;Ya;Ya
79067;6;0;0;8;9;9;8;Tidak;Tidak;Tidak;Ya
74359;5;2;0;8;8;8;7;Tidak;Ya;Tidak;Tidak
74576;3;0;0;6;6;6;6;Ya;Ya;Tidak;Ya
74719;9;0;9;10;10;10;10;Ya;Ya;Ya;Ya
74774;38;0;68;8;8;8;8;Ya;Ya;Ya;Ya
74777;20;0;0;10;10;10;10;Tidak;Tidak;Tidak;Tidak
74779;9;0;0;10;10;10;10;Ya;Ya;Tidak;Tidak
74786;10;0;0;9;9;9;9;Tidak;Ya;Tidak;Tidak
74949;5;14;0;8;8;8;7;Tidak;Ya;Tidak;Tidak
74952;5;0;0;8;8;8;7;Ya;Ya;Tidak;Tidak
74963;1;0;0;8;8;8;7;Tidak;Ya;Tidak;Tidak
74988;15;3;0;8;8;8;7;Ya;Ya;Ya;Ya
74997;5;0;0;8;8;8;7;Tidak;Ya;Tidak;Ya
