IDRetailer;Category;StockProdRegular;StockProdA
1147;Cat-A;8;2
1148;Cat-A;0;9
1149;Cat-A;8;10
1150;Cat-A;18;0
1151;Cat-A;0;125
1152;Cat-A;10;0
1153;Cat-A;0;5
1154;Cat-A;12;0
1155;Cat-A;9;0
1156;Cat-A;0;32
1157;Cat-A;9;22
1158;Cat-A;8;2
1159;Cat-A;4;0
1160;Cat-A;26;14
1161;Cat-A;12;0
1162;Cat-A;0;2
1163;Cat-A;0;1
1164;Cat-A;0;0
1165;Cat-A;0;55
1166;Cat-A;6;66
1167;Cat-A;0;0
1168;Cat-A;8;18
1169;Cat-A;0;45
1170;Cat-A;0;26
1171;Cat-A;10;15
1172;Cat-A;5;0
1173;Cat-A;0;0
1174;Cat-A;0;5
1175;Cat-A;20;0
1176;Cat-A;0;0
1177;Cat-A;3;8
1178;Cat-A;60;0
1179;Cat-A;5;5
1180;Cat-A;0;0
1181;Cat-A;0;8
1182;Cat-A;0;0
1183;Cat-A;0;20
1184;Cat-A;10;0
1185;Cat-A;13;0
1186;Cat-A;0;0
1187;Cat-A;6;0
1188;Cat-A;15;0
1189;Cat-A;9;0
1190;Cat-A;45;0
1191;Cat-A;0;0
1192;Cat-A;12;0
1193;Cat-A;20;0
1194;Cat-A;5;0
1195;Cat-A;5;0
1196;Cat-A;8;0
1197;Cat-A;5;0
1198;Cat-A;0;0
1199;Cat-A;0;0
1200;Cat-A;20;0
1201;Cat-A;4;0
1202;Cat-A;0;0
1203;Cat-A;15;30
1204;Cat-A;8;0
1205;Cat-A;80;60
1206;Cat-A;12;20
1207;Cat-A;15;0
1208;Cat-A;20;15
1209;Cat-A;25;15
1210;Cat-A;30;0
1211;Cat-A;15;0
1212;Cat-A;0;0
1213;Cat-A;3;0
1214;Cat-A;1;0
1215;Cat-A;3;0
1216;Cat-A;15;0
1217;Cat-A;20;0
1218;Cat-A;20;0
1219;Cat-A;15;0
1220;Cat-A;15;0
1221;Cat-A;10;0
1222;Cat-A;18;0
1223;Cat-A;3;0
1224;Cat-A;0;20
1225;Cat-A;25;50
1226;Cat-A;8;0
1227;Cat-A;18;0
1228;Cat-A;0;20
1229;Cat-A;0;40
1230;Cat-A;0;30
1231;Cat-A;0;40
1232;Cat-A;10;0
1233;Cat-A;30;0
1234;Cat-A;0;0
1235;Cat-A;15;150
1236;Cat-A;15;50
1237;Cat-A;8;20
1238;Cat-A;200;100
1239;Cat-A;11;5
1240;Cat-A;70;50
1241;Cat-A;30;20
1242;Cat-A;17;150
1243;Cat-A;100;100
1244;Cat-A;4;20
1245;Cat-A;80;100
1246;Cat-A;100;100
1247;Cat-A;12;15
1248;Cat-A;22;4
1249;Cat-A;12;5
1250;Cat-A;9;3
1251;Cat-A;25;15
1252;Cat-A;15;5
1253;Cat-A;15;25
1254;Cat-A;50;30
1255;Cat-A;15;13
1256;Cat-A;6;15
1257;Cat-A;25;50
1258;Cat-A;27;20
1259;Cat-A;10;10
1260;Cat-A;10;25
1261;Cat-A;13;16
1262;Cat-A;30;30
1263;Cat-A;100;70
1264;Cat-A;11;2
1265;Cat-A;9;6
1266;Cat-A;3;0
1267;Cat-A;9;0
1268;Cat-A;8;0
1269;Cat-A;0;27
1270;Cat-A;25;35
1271;Cat-A;0;0
1272;Cat-A;0;0
1273;Cat-A;10;0
1274;Cat-A;5;0
1275;Cat-A;7;0
1276;Cat-A;3;0
1277;Cat-A;25;0
1278;Cat-A;8;11
1279;Cat-A;4;0
1280;Cat-A;0;0
1281;Cat-A;15;70
1282;Cat-A;3;0
1283;Cat-A;16;0
1284;Cat-A;0;30
1285;Cat-A;9;0
1286;Cat-A;10;0
1287;Cat-A;1;0
1288;Cat-A;13;0
1289;Cat-A;78;0
1290;Cat-A;12;0
1291;Cat-A;9;0
1292;Cat-A;30;0
1293;Cat-A;7;0
1294;Cat-A;19;0
1295;Cat-A;6;0
1296;Cat-A;30;0
1297;Cat-A;30;0
1298;Cat-A;3;0
1299;Cat-A;10;0
1300;Cat-A;5;0
1301;Cat-A;20;0
1302;Cat-A;5;0
1303;Cat-A;5;0
1304;Cat-A;30;0
1305;Cat-A;13;0
1306;Cat-A;30;0
1307;Cat-A;20;0
1308;Cat-A;50;0
1309;Cat-A;6;0
1310;Cat-A;20;0
1311;Cat-A;5;0
1312;Cat-A;80;10
1313;Cat-A;0;0
1314;Cat-A;10;0
1315;Cat-A;6;0
1316;Cat-A;12;0
1317;Cat-A;1;0
1318;Cat-A;7;0
1319;Cat-A;16;15
1320;Cat-A;0;6
1321;Cat-A;7;0
1322;Cat-A;7;0
1323;Cat-A;5;0
1324;Cat-A;10;2
1325;Cat-A;0;0
1326;Cat-A;0;0
1327;Cat-A;0;0
1328;Cat-A;10;0
1329;Cat-A;5;0
1330;Cat-A;4;4
1331;Cat-A;0;0
1332;Cat-A;5;0
1333;Cat-A;3;0
1334;Cat-A;0;0
1335;Cat-A;12;5
1336;Cat-A;0;0
1337;Cat-A;0;4
1338;Cat-A;13;0
1339;Cat-A;6;2
1340;Cat-A;12;0
1341;Cat-A;0;0
1342;Cat-A;11;0
1343;Cat-A;30;0
1344;Cat-A;35;20
1345;Cat-A;4;6
1346;Cat-A;5;0
1347;Cat-A;0;0
1348;Cat-A;0;0
1349;Cat-A;0;0
1350;Cat-A;30;0
1351;Cat-A;10;2
1352;Cat-A;1;0
1353;Cat-A;18;0
1354;Cat-A;9;0
1355;Cat-A;7;0
1356;Cat-A;7;0
1357;Cat-A;6;0
1358;Cat-A;3;6
1359;Cat-A;4;0
1360;Cat-A;12;3
1361;Cat-A;6;0
1362;Cat-A;9;0
1363;Cat-A;8;14
1364;Cat-A;7;0
1365;Cat-A;3;0
1366;Cat-A;100;0
1367;Cat-A;8;0
1368;Cat-A;1;0
1369;Cat-A;4;0
1370;Cat-A;0;0
1371;Cat-A;9;0
1372;Cat-A;30;0
1373;Cat-A;2;3
1374;Cat-A;10;0
1375;Cat-A;20;0
1376;Cat-A;14;0
1377;Cat-A;6;0
1378;Cat-A;28;30
1379;Cat-A;24;12
1380;Cat-A;8;6
1381;Cat-A;12;0
1382;Cat-A;21;0
1383;Cat-A;0;0
1384;Cat-A;9;0
1385;Cat-A;0;0
1386;Cat-A;9;0
1387;Cat-A;5;0
1388;Cat-A;16;0
1389;Cat-A;8;0
1390;Cat-A;8;0
1391;Cat-A;6;0
1392;Cat-A;5;0
1393;Cat-A;0;0
1394;Cat-A;0;0
1395;Cat-A;16;0
1396;Cat-A;17;0
1397;Cat-A;17;0
1398;Cat-A;1;0
1399;Cat-A;13;0
1400;Cat-A;0;0
1401;Cat-A;4;0
1402;Cat-A;4;0
1403;Cat-A;0;0
1404;Cat-A;16;15
1405;Cat-A;0;0
1406;Cat-A;6;0
1407;Cat-A;0;0
1408;Cat-A;0;0
1409;Cat-A;2;0
1410;Cat-A;0;0
1411;Cat-A;0;0
1412;Cat-A;14;0
1413;Cat-A;12;0
1414;Cat-A;5;0
1415;Cat-A;4;0
1416;Cat-A;7;0
1417;Cat-A;7;0
1418;Cat-A;20;0
1419;Cat-A;5;0
1420;Cat-A;11;0
1421;Cat-A;4;0
1422;Cat-A;14;0
1423;Cat-A;3;0
1424;Cat-A;3;0
1425;Cat-A;9;0
1426;Cat-A;21;0
1427;Cat-A;8;0
1428;Cat-A;11;0
1429;Cat-A;5;3
1430;Cat-A;50;15
1431;Cat-A;0;0
1432;Cat-A;16;0
1433;Cat-A;20;10
1434;Cat-A;15;0
1435;Cat-A;8;0
1436;Cat-A;15;4
1437;Cat-A;6;0
1438;Cat-A;54;0
1439;Cat-A;11;0
1440;Cat-A;3;4
1441;Cat-A;0;0
1442;Cat-A;10;0
1443;Cat-A;12;0
1444;Cat-A;5;0
1445;Cat-A;43;0
1446;Cat-A;2;0
1447;Cat-A;2;0
1448;Cat-A;7;0
1449;Cat-A;18;0
1450;Cat-A;30;0
1451;Cat-A;0;0
1452;Cat-A;7;0
1453;Cat-A;9;0
1454;Cat-A;11;0
1455;Cat-A;0;0
1456;Cat-A;0;0
1457;Cat-A;1;0
1458;Cat-A;1;0
1459;Cat-A;9;0
1460;Cat-A;4;0
1461;Cat-A;4;0
1462;Cat-A;0;0
1463;Cat-A;7;0
1464;Cat-A;4;0
1465;Cat-A;11;0
1466;Cat-A;9;0
1467;Cat-A;19;0
1468;Cat-A;12;0
1469;Cat-A;0;0
1470;Cat-A;9;0
1471;Cat-A;0;0
1472;Cat-A;0;0
1473;Cat-A;12;0
1474;Cat-A;0;0
1475;Cat-A;2;0
1476;Cat-A;13;0
1477;Cat-A;5;0
1478;Cat-A;28;2
1479;Cat-A;42;22
1480;Cat-A;1;0
1481;Cat-A;22;11
1482;Cat-A;13;13
1483;Cat-A;0;0
1484;Cat-A;16;13
1485;Cat-A;3;10
1486;Cat-A;8;4
1487;Cat-A;10;8
1488;Cat-A;13;1
1489;Cat-A;24;0
1490;Cat-A;20;25
1491;Cat-A;19;0
1492;Cat-A;23;0
1493;Cat-A;0;76
1494;Cat-A;2;8
1495;Cat-A;12;12
1496;Cat-A;11;11
1497;Cat-A;14;14
1498;Cat-A;10;0
1499;Cat-A;6;9
1500;Cat-A;8;8
1501;Cat-A;5;0
1502;Cat-A;22;0
1503;Cat-A;16;10
1504;Cat-A;7;0
1505;Cat-A;22;10
1506;Cat-A;33;15
1507;Cat-A;18;18
1508;Cat-A;48;0
1509;Cat-A;10;0
1510;Cat-A;50;8
1511;Cat-A;6;0
1512;Cat-A;8;0
1513;Cat-A;34;0
1514;Cat-A;46;0
1515;Cat-A;10;0
1516;Cat-A;42;0
1517;Cat-A;0;0
1518;Cat-A;17;0
1519;Cat-A;3;0
1520;Cat-A;9;3
1521;Cat-A;30;13
1522;Cat-A;12;12
1523;Cat-A;14;0
1524;Cat-A;42;0
1525;Cat-A;19;0
1526;Cat-A;5;0
1527;Cat-A;5;0
1528;Cat-A;55;0
1529;Cat-A;25;8
1530;Cat-A;24;0
1531;Cat-A;18;0
1532;Cat-A;2;0
1533;Cat-A;25;30
1534;Cat-A;29;0
1535;Cat-A;15;0
1536;Cat-A;66;0
1537;Cat-A;33;0
1538;Cat-A;35;0
1539;Cat-A;10;0
1540;Cat-A;11;0
1541;Cat-A;100;0
1542;Cat-A;30;0
1543;Cat-A;60;0
1544;Cat-A;50;0
1545;Cat-A;5;0
1546;Cat-A;0;0
1547;Cat-A;14;0
1548;Cat-A;5;0
1549;Cat-A;12;0
1550;Cat-A;11;0
1551;Cat-A;30;0
1552;Cat-A;6;0
1553;Cat-A;15;0
1554;Cat-A;8;17
1555;Cat-A;13;0
1556;Cat-A;12;8
1557;Cat-A;5;0
1558;Cat-A;24;0
1559;Cat-A;0;0
1560;Cat-A;8;0
1561;Cat-A;20;0
1562;Cat-A;30;0
1563;Cat-A;28;0
1564;Cat-A;20;0
1565;Cat-A;5;0
1566;Cat-A;40;0
1567;Cat-A;12;0
1568;Cat-A;0;0
1569;Cat-A;20;0
1570;Cat-A;5;8
1571;Cat-A;40;0
1572;Cat-A;0;0
1573;Cat-A;4;4
1574;Cat-A;5;0
1575;Cat-A;16;20
1576;Cat-A;10;10
1577;Cat-A;10;0
1578;Cat-A;5;5
1579;Cat-A;12;12
1580;Cat-A;4;1
1581;Cat-A;13;10
1582;Cat-A;5;0
1583;Cat-A;25;0
1584;Cat-A;1;0
1585;Cat-A;11;0
1586;Cat-A;80;0
1587;Cat-A;50;0
1588;Cat-A;25;100
1589;Cat-A;21;0
1590;Cat-A;5;0
1591;Cat-A;20;0
1592;Cat-A;10;0
1593;Cat-A;9;0
1594;Cat-A;44;0
1595;Cat-A;13;0
1596;Cat-A;25;0
1597;Cat-A;14;0
1598;Cat-A;5;0
1599;Cat-A;4;0
1600;Cat-A;9;0
1601;Cat-A;0;0
1602;Cat-A;0;0
1603;Cat-A;14;0
1604;Cat-A;11;5
1605;Cat-A;4;5
1606;Cat-A;1;1
1607;Cat-A;3;0
1608;Cat-A;10;0
1609;Cat-A;4;0
1610;Cat-A;10;0
1611;Cat-A;20;3
1612;Cat-A;10;5
1613;Cat-A;30;0
1614;Cat-A;16;11
1615;Cat-A;14;17
1616;Cat-A;25;5
1617;Cat-A;15;10
1618;Cat-A;0;0
1619;Cat-A;0;0
1620;Cat-A;4;8
1621;Cat-A;20;20
1622;Cat-A;3;1
1623;Cat-A;22;0
1624;Cat-A;0;0
1625;Cat-A;8;0
1626;Cat-A;8;5
1627;Cat-A;10;7
1628;Cat-A;11;0
1629;Cat-A;8;5
1630;Cat-A;3;0
1631;Cat-A;5;0
1632;Cat-A;7;0
1633;Cat-A;0;5
1634;Cat-A;5;2
1635;Cat-A;22;0
1636;Cat-A;5;2
1637;Cat-A;10;0
1638;Cat-A;12;0
1639;Cat-A;5;3
1640;Cat-A;10;0
1641;Cat-A;5;0
1642;Cat-A;2;0
1643;Cat-A;15;0
1644;Cat-A;14;0
1645;Cat-A;3;0
1646;Cat-A;7;0
1647;Cat-A;25;0
1648;Cat-A;10;7
1649;Cat-A;25;30
1650;Cat-A;5;3
1651;Cat-A;0;0
1652;Cat-A;0;100
1653;Cat-A;10;2
1654;Cat-A;25;5
1655;Cat-A;10;0
1656;Cat-A;0;0
1657;Cat-A;5;0
1658;Cat-A;0;0
1659;Cat-A;0;0
1660;Cat-A;0;0
1661;Cat-A;8;2
1662;Cat-A;25;0
1663;Cat-A;5;0
1664;Cat-A;8;0
1665;Cat-A;15;0
1666;Cat-A;18;0
1667;Cat-A;0;0
1668;Cat-A;0;0
1669;Cat-A;0;0
1670;Cat-A;0;0
1671;Cat-A;6;0
1672;Cat-A;15;2
1673;Cat-A;30;0
1674;Cat-A;0;0
1675;Cat-A;0;0
1676;Cat-A;5;0
1677;Cat-A;5;2
1678;Cat-A;0;0
1679;Cat-A;0;0
1680;Cat-A;4;8
1681;Cat-A;5;5
1682;Cat-A;3;0
1683;Cat-A;12;3
1684;Cat-A;24;3
1685;Cat-A;1;0
1686;Cat-A;0;0
1687;Cat-A;9;0
1688;Cat-A;0;8
1689;Cat-A;6;20
1690;Cat-A;6;0
1691;Cat-A;5;0
1692;Cat-A;11;28
1693;Cat-A;27;18
1694;Cat-A;0;17
1695;Cat-A;3;0
1696;Cat-A;6;0
1697;Cat-A;12;0
1698;Cat-A;14;3
1699;Cat-A;7;0
1700;Cat-A;4;0
1701;Cat-A;6;5
1702;Cat-A;7;0
1703;Cat-A;41;15
1704;Cat-A;9;0
1705;Cat-A;30;0
1706;Cat-A;12;0
1707;Cat-A;6;0
1708;Cat-A;14;0
1709;Cat-A;12;0
1710;Cat-A;7;0
1711;Cat-A;10;0
1712;Cat-A;14;0
1713;Cat-A;5;0
1714;Cat-A;10;0
1715;Cat-A;10;0
1716;Cat-A;5;0
1717;Cat-A;0;0
1718;Cat-A;10;0
1719;Cat-A;200;0
1720;Cat-A;1;0
1721;Cat-A;0;0
1722;Cat-A;14;0
1723;Cat-A;0;0
1724;Cat-A;6;0
1725;Cat-A;10;0
1726;Cat-A;14;0
1727;Cat-A;0;0
1728;Cat-A;20;0
1729;Cat-A;0;0
1730;Cat-A;60;0
1731;Cat-A;10;0
1732;Cat-A;3;0
1733;Cat-A;0;0
1734;Cat-A;0;0
1735;Cat-A;3;0
1736;Cat-A;0;17
1737;Cat-A;7;10
1738;Cat-A;5;0
1739;Cat-A;7;0
1740;Cat-A;0;0
1741;Cat-A;16;5
1742;Cat-A;5;15
1743;Cat-A;0;0
1744;Cat-A;0;0
1745;Cat-A;74;35
1746;Cat-A;10;10
1747;Cat-A;29;17
1748;Cat-A;0;116
1749;Cat-A;15;14
1750;Cat-A;26;15
1751;Cat-A;8;0
1752;Cat-A;5;0
1753;Cat-A;2;0
1754;Cat-A;3;0
1755;Cat-A;0;15
1756;Cat-A;4;0
1757;Cat-A;0;0
1758;Cat-A;2;1
1759;Cat-A;5;0
1760;Cat-A;9;5
1761;Cat-A;0;4
1762;Cat-A;0;3
1763;Cat-A;4;0
1764;Cat-A;5;17
1765;Cat-A;3;3
1766;Cat-A;6;5
1767;Cat-A;21;0
1768;Cat-A;4;0
1769;Cat-A;9;0
1770;Cat-A;48;40
1771;Cat-A;3;5
1772;Cat-A;0;3
1773;Cat-A;23;0
1774;Cat-A;5;0
1775;Cat-A;0;0
1776;Cat-A;1;1
1777;Cat-A;15;0
1778;Cat-A;4;0
1779;Cat-A;2;0
1780;Cat-A;30;0
1781;Cat-A;0;0
1782;Cat-A;5;0
1783;Cat-A;30;0
1784;Cat-A;4;0
1785;Cat-A;13;0
1786;Cat-A;0;0
1787;Cat-A;21;0
1788;Cat-A;14;0
1789;Cat-A;0;0
1790;Cat-A;15;0
1791;Cat-A;4;0
1792;Cat-A;1;0
1793;Cat-A;7;0
1794;Cat-A;10;0
1795;Cat-A;1;0
1796;Cat-A;4;0
1797;Cat-A;5;0
1798;Cat-A;0;0
1799;Cat-A;8;0
1800;Cat-A;60;0
1801;Cat-A;2;0
1802;Cat-A;4;0
1803;Cat-A;6;0
1804;Cat-A;5;0
1805;Cat-A;6;0
1806;Cat-A;9;0
1807;Cat-A;11;0
1808;Cat-A;5;0
1809;Cat-A;12;0
1810;Cat-A;4;0
1811;Cat-A;2;0
1812;Cat-A;30;0
1813;Cat-A;4;0
1814;Cat-A;4;0
1815;Cat-A;0;0
1816;Cat-A;15;0
1817;Cat-A;16;46
1818;Cat-A;0;0
1819;Cat-A;4;79
1820;Cat-A;2;4
1821;Cat-A;0;0
1822;Cat-A;10;69
1823;Cat-A;0;20
1824;Cat-A;0;0
1825;Cat-A;11;15
1826;Cat-A;14;72
1827;Cat-A;0;57
1828;Cat-A;0;85
1829;Cat-A;25;10
1830;Cat-A;8;66
1831;Cat-A;0;25
1832;Cat-A;100;0
1833;Cat-A;50;20
1834;Cat-A;16;0
1835;Cat-A;400;0
1836;Cat-A;10;0
1837;Cat-A;5;0
1838;Cat-A;6;0
1839;Cat-A;0;0
1840;Cat-A;32;0
1841;Cat-A;0;3
1842;Cat-A;9;0
1843;Cat-A;10;15
1844;Cat-A;0;60
1845;Cat-A;5;6
1846;Cat-A;0;3
1847;Cat-A;0;0
1848;Cat-A;13;0
1849;Cat-A;0;0
1850;Cat-A;0;0
1851;Cat-A;0;0
1852;Cat-A;0;0
1853;Cat-A;0;0
1854;Cat-A;0;0
1855;Cat-A;25;25
1856;Cat-A;0;0
1857;Cat-A;0;0
1858;Cat-A;1;0
1859;Cat-A;0;4
1860;Cat-A;0;0
1861;Cat-A;0;0
1862;Cat-A;0;0
1863;Cat-A;0;0
1864;Cat-A;2;0
1865;Cat-A;5;0
1866;Cat-A;0;0
1867;Cat-A;0;0
1868;Cat-A;0;0
1869;Cat-A;0;0
1870;Cat-A;0;0
1871;Cat-A;86;0
1872;Cat-A;24;0
1873;Cat-A;10;0
1874;Cat-A;0;0
1875;Cat-A;29;0
1876;Cat-A;1;0
1877;Cat-A;10;0
1878;Cat-A;16;0
1879;Cat-A;0;0
1880;Cat-A;64;0
1881;Cat-A;32;0
1882;Cat-A;60;0
1883;Cat-A;68;100
1884;Cat-A;10;4
1885;Cat-A;12;0
1886;Cat-A;8;0
1887;Cat-A;18;6
1888;Cat-A;7;7
1889;Cat-A;31;35
1890;Cat-A;64;0
1891;Cat-A;10;0
1892;Cat-A;12;0
1893;Cat-A;29;0
1894;Cat-A;4;0
1895;Cat-A;9;0
1896;Cat-A;7;0
1897;Cat-A;12;0
1898;Cat-A;1;0
1899;Cat-A;26;0
1900;Cat-A;10;0
1901;Cat-A;0;0
1902;Cat-A;0;0
1903;Cat-A;0;0
1904;Cat-A;0;0
1905;Cat-A;0;0
1906;Cat-A;8;0
1907;Cat-A;48;0
1908;Cat-A;12;0
1909;Cat-A;0;0
1910;Cat-A;0;0
1911;Cat-A;5;0
1912;Cat-A;0;0
1913;Cat-A;14;0
1914;Cat-A;0;0
1915;Cat-A;1;0
1916;Cat-A;3;0
1917;Cat-A;0;0
1918;Cat-A;9;0
1919;Cat-A;0;0
1920;Cat-A;0;0
1921;Cat-A;10;0
1922;Cat-A;33;0
1923;Cat-A;0;0
1924;Cat-A;0;0
1925;Cat-A;22;0
1926;Cat-A;18;0
1927;Cat-A;0;0
1928;Cat-A;0;12
1929;Cat-A;20;0
1930;Cat-A;1;0
1931;Cat-A;5;10
1932;Cat-A;15;2
1933;Cat-A;10;10
1934;Cat-A;10;5
1935;Cat-A;4;0
1936;Cat-A;10;0
1937;Cat-A;10;5
1938;Cat-A;0;0
1939;Cat-A;0;0
1940;Cat-A;5;0
1941;Cat-A;10;5
1942;Cat-A;0;0
1943;Cat-A;5;2
1944;Cat-A;5;5
1945;Cat-A;10;10
1946;Cat-A;0;0
1947;Cat-A;0;10
1948;Cat-A;10;50
1949;Cat-A;4;0
1950;Cat-A;5;0
1951;Cat-A;2;0
1952;Cat-A;12;10
1953;Cat-A;5;10
1954;Cat-A;1;0
1955;Cat-A;4;0
1956;Cat-A;5;5
1957;Cat-A;10;10
1958;Cat-A;20;20
1959;Cat-A;13;13
1960;Cat-A;5;15
1961;Cat-A;10;20
1962;Cat-A;0;0
1963;Cat-A;2;20
1964;Cat-A;8;13
1965;Cat-A;12;13
1966;Cat-A;12;13
1967;Cat-A;3;0
1968;Cat-A;35;15
1969;Cat-A;15;30
1970;Cat-A;13;22
1971;Cat-A;13;13
1972;Cat-A;21;13
1973;Cat-A;15;15
1974;Cat-A;16;16
1975;Cat-A;20;30
1976;Cat-A;15;20
1977;Cat-A;20;25
1978;Cat-A;30;30
1979;Cat-A;35;25
1980;Cat-A;35;55
1981;Cat-A;20;25
1982;Cat-A;25;30
1983;Cat-A;30;30
1984;Cat-A;30;25
1985;Cat-A;13;15
1986;Cat-A;15;13
1987;Cat-A;8;11
1988;Cat-A;13;13
1989;Cat-A;13;13
1990;Cat-A;16;13
1991;Cat-A;30;0
1992;Cat-A;0;0
1993;Cat-A;6;0
1994;Cat-A;5;0
1995;Cat-A;9;0
1996;Cat-A;6;0
1997;Cat-A;5;0
1998;Cat-A;5;5
1999;Cat-A;3;5
2000;Cat-A;19;5
2001;Cat-A;5;0
2002;Cat-A;5;0
2003;Cat-A;8;5
2004;Cat-A;8;0
2005;Cat-A;10;50
2006;Cat-A;20;30
2007;Cat-A;20;30
2008;Cat-A;30;30
2009;Cat-A;25;25
2010;Cat-A;20;30
2011;Cat-A;15;30
2012;Cat-A;20;25
2013;Cat-A;0;0
2014;Cat-A;15;25
2015;Cat-A;20;25
2016;Cat-A;15;0
2017;Cat-A;25;0
2018;Cat-A;15;0
2019;Cat-A;10;0
2020;Cat-A;15;0
2021;Cat-A;30;0
2022;Cat-A;15;5
2023;Cat-A;15;0
2024;Cat-A;20;0
2025;Cat-A;30;10
2026;Cat-A;25;10
2027;Cat-A;30;15
2028;Cat-A;25;15
2029;Cat-A;30;5
2030;Cat-A;30;15
2031;Cat-A;30;10
2032;Cat-A;30;20
2033;Cat-A;30;30
2034;Cat-A;3;20
2035;Cat-A;35;15
2036;Cat-A;30;15
2037;Cat-A;10;10
2038;Cat-A;0;15
2039;Cat-A;14;30
2040;Cat-A;30;35
2041;Cat-A;0;50
2042;Cat-A;60;50
2043;Cat-A;0;25
2044;Cat-A;0;0
2045;Cat-A;50;100
2046;Cat-A;0;10
2047;Cat-A;10;40
2048;Cat-A;8;25
2049;Cat-A;0;0
2050;Cat-A;0;25
2051;Cat-A;0;0
2052;Cat-A;15;0
2053;Cat-A;0;0
2054;Cat-A;17;0
2055;Cat-A;10;0
2056;Cat-A;5;5
2057;Cat-A;0;0
2058;Cat-A;5;0
2059;Cat-A;8;47
2060;Cat-A;0;0
2061;Cat-A;15;0
2062;Cat-A;10;10
2063;Cat-A;10;10
2064;Cat-A;10;10
2065;Cat-A;10;10
2066;Cat-A;10;10
2067;Cat-A;10;10
2068;Cat-A;10;20
2069;Cat-A;5;0
2070;Cat-A;0;0
2071;Cat-A;3;0
2072;Cat-A;0;0
2073;Cat-A;18;0
2074;Cat-A;1;0
2075;Cat-A;0;0
2076;Cat-A;15;0
2077;Cat-A;0;0
2078;Cat-A;0;0
2079;Cat-A;5;0
2080;Cat-A;1;0
2081;Cat-A;3;0
2082;Cat-A;0;0
2083;Cat-A;0;0
2084;Cat-A;0;0
2085;Cat-A;3;0
2086;Cat-A;7;0
2087;Cat-A;57;0
2088;Cat-A;4;4
2089;Cat-A;9;0
2090;Cat-A;8;0
2091;Cat-A;0;0
2092;Cat-A;13;0
2093;Cat-A;21;0
2094;Cat-A;30;0
2095;Cat-A;5;0
2096;Cat-A;16;0
2097;Cat-A;1;0
2098;Cat-A;3;0
2099;Cat-A;25;0
2100;Cat-A;28;0
2101;Cat-A;0;9
2102;Cat-A;15;0
2103;Cat-A;0;10
2104;Cat-A;0;0
2105;Cat-A;10;5
2106;Cat-A;15;0
2107;Cat-A;0;0
2108;Cat-A;0;0
2109;Cat-A;1;10
2110;Cat-A;15;0
2111;Cat-A;0;0
2112;Cat-A;0;0
2113;Cat-A;10;6
2114;Cat-A;6;0
2115;Cat-A;4;3
2116;Cat-A;6;6
2117;Cat-A;0;4
2118;Cat-A;10;10
2119;Cat-A;4;5
2120;Cat-A;10;10
2121;Cat-A;8;5
2122;Cat-A;0;0
2123;Cat-A;0;0
2124;Cat-A;7;5
2125;Cat-A;8;0
2126;Cat-A;0;0
2127;Cat-A;7;0
2128;Cat-A;10;10
2129;Cat-A;0;8
2130;Cat-A;5;0
2131;Cat-A;23;30
2132;Cat-A;0;0
2133;Cat-A;4;0
2134;Cat-A;0;0
2135;Cat-A;0;0
2136;Cat-A;0;0
2137;Cat-A;5;0
2138;Cat-A;5;0
2139;Cat-A;6;0
2140;Cat-A;1;0
2141;Cat-A;3;0
2142;Cat-A;0;0
2143;Cat-A;6;0
2144;Cat-A;21;0
2145;Cat-A;0;0
2146;Cat-A;8;0
2147;Cat-A;29;0
2148;Cat-A;8;0
2149;Cat-A;0;0
2150;Cat-A;10;0
2151;Cat-A;0;0
2152;Cat-A;0;0
2153;Cat-A;24;0
2154;Cat-A;0;0
2155;Cat-A;25;0
2156;Cat-A;0;0
2157;Cat-A;1;0
2158;Cat-A;5;0
2159;Cat-A;15;0
2160;Cat-A;3;0
2161;Cat-A;2;0
2162;Cat-A;2;0
2163;Cat-A;15;0
2164;Cat-A;15;0
2165;Cat-A;9;0
2166;Cat-A;0;0
2167;Cat-A;9;0
2168;Cat-A;15;0
2169;Cat-A;5;0
2170;Cat-A;4;0
2171;Cat-A;8;0
2172;Cat-A;15;0
2173;Cat-A;0;0
2174;Cat-A;0;0
2175;Cat-A;0;0
2176;Cat-A;0;0
2177;Cat-A;7;0
2178;Cat-A;0;0
2179;Cat-A;4;0
2180;Cat-A;8;0
2181;Cat-A;1;0
2182;Cat-A;4;0
2183;Cat-A;9;0
2184;Cat-A;20;0
2185;Cat-A;2;2
2186;Cat-A;25;25
2187;Cat-A;0;0
2188;Cat-A;4;0
2189;Cat-A;8;20
2190;Cat-A;15;16
2191;Cat-A;5;30
2192;Cat-A;10;5
2193;Cat-A;30;30
2194;Cat-A;8;20
2195;Cat-A;20;0
2196;Cat-A;25;15
2197;Cat-A;5;15
2198;Cat-A;70;40
2199;Cat-A;10;8
2200;Cat-A;3;0
2201;Cat-A;12;5
2202;Cat-A;18;6
2203;Cat-A;7;0
2204;Cat-A;0;0
2205;Cat-A;10;15
2206;Cat-A;150;100
2207;Cat-A;0;0
2208;Cat-A;35;50
2209;Cat-A;1;0
2210;Cat-A;4;0
2211;Cat-A;10;0
2212;Cat-A;50;0
2213;Cat-A;15;0
2214;Cat-A;20;10
2215;Cat-A;4;3
2216;Cat-A;0;0
2217;Cat-A;0;0
2218;Cat-A;0;0
2219;Cat-A;0;0
2220;Cat-A;0;0
2221;Cat-A;0;0
